"data.country","data.iso_code","data.gid_0","data.survey_date","anxious_7d","depressed_7d","finance","food_security","worried_become_ill"
"Panama","PAN","PAN",2020-06-14,0.103284,0.09771,0.655585,NA,NA
"Panama","PAN","PAN",2020-06-15,0.060464,0.064348,0.685718,NA,NA
"Panama","PAN","PAN",2020-06-16,0.066785,0.059335,0.693787,NA,NA
"Panama","PAN","PAN",2020-06-17,0.069642,0.063827,0.644919,NA,NA
"Panama","PAN","PAN",2020-06-18,0.078933,0.072712,0.694736,NA,NA
"Panama","PAN","PAN",2020-06-19,0.027992,0.046708,0.685105,NA,NA
"Panama","PAN","PAN",2020-06-20,0.047579,0.066597,0.63632,NA,NA
"Panama","PAN","PAN",2020-06-21,0.078548,0.062184,0.675315,NA,NA
"Panama","PAN","PAN",2020-06-22,0.044677,0.044195,0.679142,NA,NA
"Panama","PAN","PAN",2020-06-23,0.050399,0.046161,0.719581,NA,NA
"Panama","PAN","PAN",2020-06-24,0.037161,0.03297,0.642861,NA,NA
"Panama","PAN","PAN",2020-06-25,0.049762,0.043268,0.697479,NA,NA
"Panama","PAN","PAN",2020-06-26,0.03224,0.020713,0.673768,NA,NA
"Panama","PAN","PAN",2020-06-27,0.050445,0.061401,0.637138,NA,NA
"Panama","PAN","PAN",2020-06-28,0.038346,0.048915,0.662044,NA,NA
"Panama","PAN","PAN",2020-06-29,0.039965,0.054998,0.705503,NA,NA
"Panama","PAN","PAN",2020-06-30,0.050296,0.07919,0.689438,NA,NA
"Panama","PAN","PAN",2020-07-01,0.045751,0.074626,0.71599,NA,NA
"Panama","PAN","PAN",2020-07-02,0.057782,0.069377,0.737693,NA,NA
"Panama","PAN","PAN",2020-07-03,0.051474,0.057328,0.662055,NA,NA
"Panama","PAN","PAN",2020-07-04,0.051372,0.053345,0.630553,NA,NA
"Panama","PAN","PAN",2020-07-05,0.052527,0.050455,0.612712,NA,NA
"Panama","PAN","PAN",2020-07-06,0.050137,0.031256,0.62904,NA,NA
"Panama","PAN","PAN",2020-07-07,0.035272,0.041724,0.668065,NA,NA
"Panama","PAN","PAN",2020-07-08,0.01873,0.049765,0.684599,NA,NA
"Panama","PAN","PAN",2020-07-09,0.033809,0.080717,0.660182,NA,NA
"Panama","PAN","PAN",2020-07-10,0.043466,0.04613,0.613223,NA,NA
"Panama","PAN","PAN",2020-07-11,0.03518,0.041429,0.656506,NA,NA
"Panama","PAN","PAN",2020-07-12,0.054036,0.062571,0.718345,NA,NA
"Panama","PAN","PAN",2020-07-13,0.043109,0.055614,0.706873,NA,NA
"Panama","PAN","PAN",2020-07-14,0.057059,0.072637,0.738669,NA,NA
"Panama","PAN","PAN",2020-07-15,0.050083,0.065367,0.67905,NA,NA
"Panama","PAN","PAN",2020-07-16,0.048466,0.062723,0.689258,NA,NA
"Panama","PAN","PAN",2020-07-17,0.050121,0.057885,0.666538,NA,NA
"Panama","PAN","PAN",2020-07-18,0.050533,0.05258,0.710706,NA,NA
"Panama","PAN","PAN",2020-07-19,0.050603,0.091215,0.659301,NA,NA
"Panama","PAN","PAN",2020-07-20,0.032887,0.064518,0.721592,NA,NA
"Panama","PAN","PAN",2020-07-21,0.058912,0.04929,0.717263,NA,NA
"Panama","PAN","PAN",2020-07-22,0.041892,0.046251,0.598262,NA,NA
"Panama","PAN","PAN",2020-07-23,0.043213,0.053453,0.614989,NA,NA
"Panama","PAN","PAN",2020-07-24,0.046783,0.053374,0.671332,NA,NA
"Panama","PAN","PAN",2020-07-25,0.02664,0.048202,0.68941,NA,NA
"Panama","PAN","PAN",2020-07-26,0.013761,0.037173,0.658887,NA,NA
"Panama","PAN","PAN",2020-07-27,0.03997,0.051568,0.627002,NA,NA
"Panama","PAN","PAN",2020-07-28,0.046143,0.05076,0.643917,NA,NA
"Panama","PAN","PAN",2020-07-29,0.049283,0.037185,0.696377,NA,NA
"Panama","PAN","PAN",2020-07-30,0.068356,0.072969,0.623111,NA,NA
"Panama","PAN","PAN",2020-07-31,0.037133,0.068397,0.69256,NA,NA
"Panama","PAN","PAN",2020-08-01,0.034867,0.040131,0.684661,NA,NA
"Panama","PAN","PAN",2020-08-02,0.047103,0.066568,0.67329,NA,NA
"Panama","PAN","PAN",2020-08-03,0.045864,0.070081,0.658081,NA,NA
"Panama","PAN","PAN",2020-08-04,0.039343,0.042208,0.658778,NA,NA
"Panama","PAN","PAN",2020-08-05,0.058801,0.055308,0.663848,NA,NA
"Panama","PAN","PAN",2020-08-06,0.046391,0.069266,0.580681,NA,NA
"Panama","PAN","PAN",2020-08-07,0.039401,0.056141,0.634589,NA,NA
"Panama","PAN","PAN",2020-08-08,0.032274,0.047616,0.697608,NA,NA
"Panama","PAN","PAN",2020-08-09,0.035651,0.052145,0.611814,NA,NA
"Panama","PAN","PAN",2020-08-10,0.049976,0.052243,0.68277,NA,NA
"Panama","PAN","PAN",2020-08-11,0.0539,0.049543,0.676629,NA,NA
"Panama","PAN","PAN",2020-08-12,0.053631,0.055833,0.636695,NA,NA
"Panama","PAN","PAN",2020-08-13,0.051373,0.069203,0.663028,NA,NA
"Panama","PAN","PAN",2020-08-14,0.067542,0.052455,0.688232,NA,NA
"Panama","PAN","PAN",2020-08-15,0.045885,0.05715,0.632581,NA,NA
"Panama","PAN","PAN",2020-08-16,0.04472,0.041555,0.632094,NA,NA
"Panama","PAN","PAN",2020-08-17,0.032677,0.072434,0.580909,NA,NA
"Panama","PAN","PAN",2020-08-18,0.058821,0.067567,0.670891,NA,NA
"Panama","PAN","PAN",2020-08-19,0.025679,0.046189,0.66761,NA,NA
"Panama","PAN","PAN",2020-08-20,0.037279,0.057752,0.636296,NA,NA
"Panama","PAN","PAN",2020-08-21,0.039656,0.057535,0.596427,NA,NA
"Panama","PAN","PAN",2020-08-22,0.033981,0.017112,0.573492,NA,NA
"Panama","PAN","PAN",2020-08-23,0.051806,0.054197,0.650543,NA,NA
"Panama","PAN","PAN",2020-08-24,0.040332,0.045102,0.603393,NA,NA
"Panama","PAN","PAN",2020-08-25,0.050803,0.055932,0.621771,NA,NA
"Panama","PAN","PAN",2020-08-26,0.042931,0.036165,0.622318,NA,NA
"Panama","PAN","PAN",2020-08-27,0.027168,0.042052,0.674146,NA,NA
"Panama","PAN","PAN",2020-08-28,0.050114,0.070706,0.612939,NA,NA
"Panama","PAN","PAN",2020-08-29,0.037635,0.05738,0.672243,NA,NA
"Panama","PAN","PAN",2020-08-30,0.02156,0.036141,0.635631,NA,NA
"Panama","PAN","PAN",2020-08-31,0.03843,0.039786,0.643948,NA,NA
"Panama","PAN","PAN",2020-09-01,0.061784,0.063408,0.669049,NA,NA
"Panama","PAN","PAN",2020-09-02,0.070695,0.07232,0.623822,NA,NA
"Panama","PAN","PAN",2020-09-03,0.084626,0.05473,0.725373,NA,NA
"Panama","PAN","PAN",2020-09-04,0.013452,0.028819,0.636608,NA,NA
"Panama","PAN","PAN",2020-09-05,0.014659,0.042053,0.65081,NA,NA
"Panama","PAN","PAN",2020-09-06,0.039248,0.04335,0.609577,NA,NA
"Panama","PAN","PAN",2020-09-07,0.040235,0.040971,0.571013,NA,NA
"Panama","PAN","PAN",2020-09-08,0.005901,0.026373,0.651241,NA,NA
"Panama","PAN","PAN",2020-09-09,0.042827,0.085951,0.591726,NA,NA
"Panama","PAN","PAN",2020-09-10,0.018318,0.048351,0.585874,NA,NA
"Panama","PAN","PAN",2020-09-11,0.025783,0.046549,0.549415,NA,NA
"Panama","PAN","PAN",2020-09-12,0.056216,0.056861,0.550204,NA,NA
"Panama","PAN","PAN",2020-09-13,0.035723,0.048848,0.632248,NA,NA
"Panama","PAN","PAN",2020-09-14,0.019804,0.05582,0.590078,NA,NA
"Panama","PAN","PAN",2020-09-15,0.062511,0.088728,0.576783,NA,NA
"Panama","PAN","PAN",2020-09-16,0.03353,0.088317,0.660679,NA,NA
"Panama","PAN","PAN",2020-09-17,0.070656,0.082618,0.610208,NA,NA
"Panama","PAN","PAN",2020-09-18,0.036291,0.024333,0.689709,NA,NA
"Panama","PAN","PAN",2020-09-19,0.028182,0.056129,0.691511,NA,NA
"Panama","PAN","PAN",2020-09-20,0.045008,0.054856,0.588125,NA,NA
"Panama","PAN","PAN",2020-09-21,0.038366,0.072644,0.698938,NA,NA
"Panama","PAN","PAN",2020-09-22,0.009283,0.050574,0.545592,NA,NA
"Panama","PAN","PAN",2020-09-23,0.07704,0.040069,0.581549,NA,NA
"Panama","PAN","PAN",2020-09-24,0.041391,0.059832,0.590399,NA,NA
"Panama","PAN","PAN",2020-09-25,0.034459,0.053579,0.600221,NA,NA
"Panama","PAN","PAN",2020-09-26,0.050579,0.065519,0.620903,NA,NA
"Panama","PAN","PAN",2020-09-27,0.024489,0.041741,0.683101,NA,NA
"Panama","PAN","PAN",2020-09-28,0.023242,0.046275,0.564317,NA,NA
"Panama","PAN","PAN",2020-09-29,0.025589,0.013388,0.600114,NA,NA
"Panama","PAN","PAN",2020-09-30,0.059542,0.058351,0.586647,NA,NA
"Panama","PAN","PAN",2020-10-01,0.062194,0.079846,0.51751,NA,NA
"Panama","PAN","PAN",2020-10-02,0.054054,0.047183,0.687998,NA,NA
"Panama","PAN","PAN",2020-10-03,0.040822,0.049841,0.662551,NA,NA
"Panama","PAN","PAN",2020-10-04,0.062854,0.061525,0.650869,NA,NA
"Panama","PAN","PAN",2020-10-05,0.069582,0.041924,0.587926,NA,NA
"Panama","PAN","PAN",2020-10-06,0.055136,0.084099,0.687382,NA,NA
"Panama","PAN","PAN",2020-10-07,0.032742,0.05835,0.596985,NA,NA
"Panama","PAN","PAN",2020-10-08,0.038722,0.023958,0.599903,NA,NA
"Panama","PAN","PAN",2020-10-09,0.051678,0.033277,0.619315,NA,NA
"Panama","PAN","PAN",2020-10-10,0.0521,0.04304,0.5468,NA,NA
"Panama","PAN","PAN",2020-10-11,0.051278,0.079208,0.559028,NA,NA
"Panama","PAN","PAN",2020-10-12,0.044851,0.088871,0.628874,NA,NA
"Panama","PAN","PAN",2020-10-13,0.073304,0.054916,0.630513,NA,NA
"Panama","PAN","PAN",2020-10-14,0.027236,0.045785,0.529226,NA,NA
"Panama","PAN","PAN",2020-10-15,0.015517,0.062444,0.513983,NA,NA
"Panama","PAN","PAN",2020-10-16,0.068787,0.106123,0.573201,NA,NA
"Panama","PAN","PAN",2020-10-17,0.034304,0.058229,0.609395,NA,NA
"Panama","PAN","PAN",2020-10-18,0.048187,0.069714,0.547605,NA,NA
"Panama","PAN","PAN",2020-10-19,0.06835,0.061139,0.593175,NA,NA
"Panama","PAN","PAN",2020-10-20,0.067523,0.058315,0.657104,NA,NA
"Panama","PAN","PAN",2020-10-21,0.023104,0.039643,0.630534,NA,NA
"Panama","PAN","PAN",2020-10-22,0.040852,0.054888,0.583882,NA,NA
"Panama","PAN","PAN",2020-10-24,0.01585,0.01728,0.45873,NA,NA
"Panama","PAN","PAN",2020-10-25,0.014861,0.060459,0.607574,NA,NA
"Panama","PAN","PAN",2020-10-28,0.06185,0.085494,0.656319,NA,NA
"Panama","PAN","PAN",2020-10-29,0.031097,0.035773,0.615698,NA,NA
"Panama","PAN","PAN",2020-11-02,0.038031,0.023408,0.615348,NA,NA
"Panama","PAN","PAN",2020-11-03,0.023405,0.043314,0.583872,NA,NA
"Panama","PAN","PAN",2020-11-04,0.060619,0.039484,0.582043,NA,NA
"Panama","PAN","PAN",2020-11-05,0.027191,0.034372,0.604109,NA,NA
"Panama","PAN","PAN",2020-11-06,NA,0,NA,NA,NA
"Panama","PAN","PAN",2020-11-07,0.041303,0.037346,0.467286,NA,NA
"Panama","PAN","PAN",2020-11-08,0.03638,0.03287,0.583227,NA,NA
"Panama","PAN","PAN",2020-11-09,0.046417,0.094293,0.739817,NA,NA
"Panama","PAN","PAN",2020-11-10,0.047248,0.034187,0.650751,NA,NA
"Panama","PAN","PAN",2020-11-11,0.021768,0.040201,0.580158,NA,NA
"Panama","PAN","PAN",2020-11-12,0.063384,0.063588,0.650862,NA,NA
"Panama","PAN","PAN",2020-11-15,0.028961,0.031726,0.6109,NA,NA
"Panama","PAN","PAN",2020-11-16,NA,0.045376,0.579653,NA,NA
"Panama","PAN","PAN",2020-11-17,0.022926,0.054279,0.727934,NA,NA
"Panama","PAN","PAN",2020-11-18,0.024259,0.022068,0.62593,NA,NA
"Panama","PAN","PAN",2020-11-19,0.031961,0.030576,0.594753,NA,NA
"Panama","PAN","PAN",2020-11-20,0.022606,0.077315,0.682373,NA,NA
"Panama","PAN","PAN",2020-11-21,0.014003,0.071796,0.570667,NA,NA
"Panama","PAN","PAN",2020-11-22,0.010476,0.054773,0.599322,NA,NA
"Panama","PAN","PAN",2020-11-23,0.017498,0.053866,0.643993,0.429768,0.800227
"Panama","PAN","PAN",2020-11-24,0.051968,0.050691,0.589168,0.408342,0.745207
"Panama","PAN","PAN",2020-11-25,0.028663,0.078969,0.626324,0.355496,0.792752
"Panama","PAN","PAN",2020-11-26,0.012628,0.020059,0.632896,0.485372,0.806889
"Panama","PAN","PAN",2020-11-27,0.032601,0.069789,0.602985,0.412529,0.768108
"Panama","PAN","PAN",2020-11-28,0.083075,0.051086,0.542068,0.393378,0.72023
"Panama","PAN","PAN",2020-11-29,0.08668,0.032425,0.537537,0.375424,0.826003
"Panama","PAN","PAN",2020-11-30,0.030833,0.064058,0.578359,0.381509,0.810038
"Panama","PAN","PAN",2020-12-01,0.043119,0.068209,0.589101,0.406982,0.760056
"Panama","PAN","PAN",2020-12-02,0.030685,0.076503,0.647427,0.462197,0.828021
"Panama","PAN","PAN",2020-12-03,0.026174,0.039398,0.607983,0.446753,0.812508
"Panama","PAN","PAN",2020-12-04,0.045515,0.058843,0.619373,0.454924,0.868045
"Panama","PAN","PAN",2020-12-05,0.04992,0.036613,0.546627,0.389456,0.84182
"Panama","PAN","PAN",2020-12-06,0.033552,0.021361,0.616919,0.395208,0.832489
"Panama","PAN","PAN",2020-12-07,0.024453,0.049175,0.694531,0.451856,0.818432
"Panama","PAN","PAN",2020-12-08,0.035252,0.033364,0.629144,0.438536,0.859075
"Panama","PAN","PAN",2020-12-09,0.055417,0.041974,0.651491,0.47144,0.828567
"Panama","PAN","PAN",2020-12-10,0.02879,0.061526,0.580428,0.447232,0.760061
"Panama","PAN","PAN",2020-12-11,0.045111,0.076424,0.58856,0.415431,0.787728
"Panama","PAN","PAN",2020-12-12,0.040222,0.041454,0.649961,0.478043,0.874034
"Panama","PAN","PAN",2020-12-13,0.018166,0.053236,0.656521,0.474873,0.824953
"Panama","PAN","PAN",2020-12-14,0.049802,0.066944,0.646171,0.479843,0.833526
"Panama","PAN","PAN",2020-12-15,0.040057,0.063087,0.671611,0.47953,0.793026
"Panama","PAN","PAN",2020-12-16,0.046648,0.052016,0.696699,0.471042,0.851713
"Panama","PAN","PAN",2020-12-17,0.041427,0.036177,0.615176,0.447238,0.844186
"Panama","PAN","PAN",2020-12-18,0.029922,0.049048,0.617185,0.45469,0.820242
"Panama","PAN","PAN",2020-12-19,0.0326,0.046895,0.640955,0.494899,0.827098
"Panama","PAN","PAN",2020-12-20,0.078817,0.074192,0.661591,0.475522,0.865942
"Panama","PAN","PAN",2020-12-21,0.073482,0.043712,0.625177,0.491043,0.814572
"Panama","PAN","PAN",2020-12-22,0.051699,0.054721,0.653669,0.480529,0.81984
"Panama","PAN","PAN",2020-12-23,0.043891,0.055899,0.621318,0.465098,0.822634
"Panama","PAN","PAN",2020-12-24,0.056118,0.055547,0.595027,0.431844,0.818969
"Panama","PAN","PAN",2020-12-25,0.046578,0.06773,0.577866,0.381397,0.800786
"Panama","PAN","PAN",2020-12-26,0.037364,0.069436,0.600212,0.455954,0.881505
"Panama","PAN","PAN",2020-12-27,0.028335,0.046171,0.596145,0.482891,0.805127
"Panama","PAN","PAN",2020-12-28,0.048797,0.044775,0.694162,0.535776,0.849373
"Panama","PAN","PAN",2020-12-29,0.043129,0.061422,0.681948,0.571173,0.925845
"Panama","PAN","PAN",2020-12-30,0.062742,0.025439,0.665839,0.505916,0.882098
"Panama","PAN","PAN",2020-12-31,0.069996,0.087531,0.655032,0.524649,0.821702
"Panama","PAN","PAN",2021-01-01,0.064587,0.055562,0.608718,0.433581,0.839262
"Panama","PAN","PAN",2021-01-02,0.064142,0.074689,0.689569,0.572235,0.853923
"Panama","PAN","PAN",2021-01-03,0.0537,0.042351,0.650409,0.449619,0.825065
"Panama","PAN","PAN",2021-01-04,0.046351,0.055596,0.692389,0.519317,0.87713
"Panama","PAN","PAN",2021-01-05,0.074692,0.080748,0.646221,0.439413,0.846181
"Panama","PAN","PAN",2021-01-06,0.052677,0.059028,0.665084,0.454248,0.825399
"Panama","PAN","PAN",2021-01-07,0.048882,0.074425,0.619227,0.400838,0.82684
"Panama","PAN","PAN",2021-01-08,0.077847,0.054516,0.63353,0.471242,0.798323
"Panama","PAN","PAN",2021-01-09,0.048537,0.059905,0.643248,0.467109,0.82336
"Panama","PAN","PAN",2021-01-10,0.052883,0.05138,0.64467,0.463902,0.826272
"Panama","PAN","PAN",2021-01-11,0.075446,0.050728,0.607583,0.471307,0.81691
"Panama","PAN","PAN",2021-01-12,0.055625,0.045131,0.699276,0.506926,0.830428
"Panama","PAN","PAN",2021-01-13,0.049423,0.049751,0.576637,0.429174,0.866908
"Panama","PAN","PAN",2021-01-14,0.081245,0.079416,0.711019,0.528095,0.878865
"Panama","PAN","PAN",2021-01-15,0.035751,0.060738,0.648924,0.502566,0.803576
"Panama","PAN","PAN",2021-01-16,0.072442,0.070472,0.686029,0.496418,0.873758
"Panama","PAN","PAN",2021-01-17,0.091797,0.116529,0.712448,0.53517,0.849591
"Panama","PAN","PAN",2021-01-18,0.072015,0.077868,0.597047,0.394049,0.832644
"Panama","PAN","PAN",2021-01-19,0.047606,0.082778,0.699427,0.527305,0.860435
"Panama","PAN","PAN",2021-01-20,0.06058,0.087454,0.676996,0.460498,0.848508
"Panama","PAN","PAN",2021-01-21,0.038436,0.076161,0.590527,0.473475,0.82707
"Panama","PAN","PAN",2021-01-22,0.044804,0.066296,0.540922,0.362964,0.752272
"Panama","PAN","PAN",2021-01-23,0.051388,0.083453,0.664933,0.465281,0.854477
"Panama","PAN","PAN",2021-01-24,0.068201,0.076218,0.664605,0.513791,0.84561
"Panama","PAN","PAN",2021-01-25,0.036331,0.09073,0.604112,0.45933,0.854802
"Panama","PAN","PAN",2021-01-26,0.069541,0.065894,0.63395,0.463437,0.882251
"Panama","PAN","PAN",2021-01-27,0.040647,0.054465,0.663479,0.482415,0.850498
"Panama","PAN","PAN",2021-01-28,0.058089,0.10725,0.640215,0.478042,0.792208
"Panama","PAN","PAN",2021-01-29,0.036874,0.034088,0.616712,0.49798,0.861377
"Panama","PAN","PAN",2021-01-30,0.06281,0.065246,0.628124,0.425482,0.902493
"Panama","PAN","PAN",2021-01-31,0.050594,0.037958,0.602159,0.440768,0.837406
"Panama","PAN","PAN",2021-02-01,0.064761,0.088836,0.682342,0.46277,0.839738
"Panama","PAN","PAN",2021-02-02,0.04291,0.037522,0.509037,0.392536,0.816453
"Panama","PAN","PAN",2021-02-03,0.056779,0.048308,0.617572,0.438597,0.812658
"Panama","PAN","PAN",2021-02-04,0.065636,0.060415,0.624652,0.46494,0.80645
"Panama","PAN","PAN",2021-02-05,0.050658,0.041973,0.577504,0.487121,0.808846
"Panama","PAN","PAN",2021-02-06,0.066283,0.073844,0.622735,0.511971,0.838533
"Panama","PAN","PAN",2021-02-07,0.090911,0.053209,0.637023,0.448971,0.776556
"Panama","PAN","PAN",2021-02-08,0.034926,0.030971,0.583598,0.44736,0.865893
"Panama","PAN","PAN",2021-02-09,0.046451,0.097345,0.684881,0.428157,0.87302
"Panama","PAN","PAN",2021-02-10,0.049998,0.118524,0.632459,0.46543,0.829976
"Panama","PAN","PAN",2021-02-11,0.035298,0.020311,0.508322,0.378878,0.761701
"Panama","PAN","PAN",2021-02-12,0.032932,0.062851,0.672329,0.455457,0.863065
"Panama","PAN","PAN",2021-02-13,0.065698,0.089525,0.656999,0.407709,0.745448
"Panama","PAN","PAN",2021-02-14,0.076655,0.057585,0.559459,0.421098,0.829784
"Panama","PAN","PAN",2021-02-15,0.056346,0.057715,0.605302,0.402838,0.77311
"Panama","PAN","PAN",2021-02-16,0.060928,0.083046,0.610832,0.49113,0.762465
"Panama","PAN","PAN",2021-02-17,0.058409,0.050391,0.656752,0.433752,0.87545
"Panama","PAN","PAN",2021-02-18,0.025076,0.041544,0.636514,0.391694,0.835289
"Panama","PAN","PAN",2021-02-19,0.091216,0.082498,0.563269,0.37426,0.76972
"Panama","PAN","PAN",2021-02-20,0.068701,0.088871,0.661146,0.476384,0.878866
"Panama","PAN","PAN",2021-02-21,0.032847,0.057361,0.613486,0.434843,0.813398
"Panama","PAN","PAN",2021-02-22,0.075886,0.036459,0.628006,0.456839,0.826874
"Panama","PAN","PAN",2021-02-23,0.043869,0.044132,0.563589,0.35594,0.736852
"Panama","PAN","PAN",2021-02-24,0.113681,0.103778,0.634848,0.408825,0.755557
"Panama","PAN","PAN",2021-02-25,0.031699,0.038729,0.680634,0.409729,0.900494
"Panama","PAN","PAN",2021-02-26,0.026776,0.052358,0.638278,0.396502,0.818557
"Panama","PAN","PAN",2021-02-27,0.022181,0.038369,0.6607,0.428898,0.786444
"Panama","PAN","PAN",2021-02-28,0.079006,0.083626,0.655441,0.505546,0.839657
"Panama","PAN","PAN",2021-03-01,0.068877,0.110492,0.626046,0.485867,0.816929
"Panama","PAN","PAN",2021-03-02,0.034397,0.07434,0.599219,0.420581,0.835795
"Panama","PAN","PAN",2021-03-03,0.092327,0.05668,0.617334,0.437307,0.743919
"Panama","PAN","PAN",2021-03-04,0.03639,0.035454,0.519498,0.407831,0.69817
"Panama","PAN","PAN",2021-03-05,0.01722,0.047232,0.555833,0.426826,0.772427
"Panama","PAN","PAN",2021-03-06,0.052145,0.023452,0.523991,0.393197,0.816218
"Panama","PAN","PAN",2021-03-07,0.036841,0.04116,0.603202,0.422052,0.79094
"Panama","PAN","PAN",2021-03-08,0.078932,0.055368,0.64484,0.468654,0.862273
"Panama","PAN","PAN",2021-03-09,0.029187,0.065643,0.672879,0.555299,0.794128
"Panama","PAN","PAN",2021-03-10,0.065596,0.048978,0.624549,0.390858,0.827465
"Panama","PAN","PAN",2021-03-11,0.027482,0.052367,0.555712,0.40544,0.807646
"Panama","PAN","PAN",2021-03-12,0.032933,0.078895,0.673311,0.542142,0.847119
"Panama","PAN","PAN",2021-03-13,0.034115,0.016843,0.580815,0.398109,0.780411
"Panama","PAN","PAN",2021-03-14,0.066593,0.086291,0.511875,0.372364,0.842887
"Panama","PAN","PAN",2021-03-15,0.04913,0.042522,0.650442,0.405486,0.792195
"Panama","PAN","PAN",2021-03-16,0.021083,0.041911,0.640076,0.415178,0.861276
"Panama","PAN","PAN",2021-03-17,0.048838,0.061183,0.538365,0.372504,0.764615
"Panama","PAN","PAN",2021-03-18,0.024991,0.030508,0.549079,0.377048,0.709426
"Panama","PAN","PAN",2021-03-19,0.055727,0.068477,0.553669,0.289961,0.845716
"Panama","PAN","PAN",2021-03-20,0.011646,0.026349,0.508984,0.329224,0.715764
"Panama","PAN","PAN",2021-03-21,0.051296,0.064286,0.673577,0.364949,0.763664
"Panama","PAN","PAN",2021-03-22,0.039811,0.047157,0.558874,0.346086,0.80624
"Panama","PAN","PAN",2021-03-23,0.07184,0.072492,0.619453,0.404239,0.840422
"Panama","PAN","PAN",2021-03-24,0.131179,0.117765,0.596091,0.417945,0.783907
"Panama","PAN","PAN",2021-03-25,0.027625,0.082973,0.655787,0.440033,0.707704
"Panama","PAN","PAN",2021-03-26,0.039781,0.077733,0.617414,0.450525,0.780382
"Panama","PAN","PAN",2021-03-27,0.03078,0.07245,0.6422,0.470936,0.775196
"Panama","PAN","PAN",2021-03-28,0.066157,0.11978,0.587963,0.376173,0.854018
"Panama","PAN","PAN",2021-03-29,0.105489,0.077876,0.584505,0.440788,0.747867
"Panama","PAN","PAN",2021-03-30,0.048055,0.017669,0.661244,0.499241,0.783423
"Panama","PAN","PAN",2021-03-31,0.044755,0.05081,0.669577,0.473974,0.776046
"Panama","PAN","PAN",2021-04-01,0.015809,0.052196,0.650079,0.418334,0.744461
"Panama","PAN","PAN",2021-04-02,0.028748,0.050175,0.530214,0.453431,0.810521
"Panama","PAN","PAN",2021-04-03,0.046979,0.073257,0.512211,0.405972,0.839925
"Panama","PAN","PAN",2021-04-04,0.014375,0.042399,0.599828,0.426296,0.820633
"Panama","PAN","PAN",2021-04-05,0.02497,0.018152,0.571847,0.364141,0.81803
"Panama","PAN","PAN",2021-04-06,0.023858,0.049397,0.569478,0.493098,0.774794
"Panama","PAN","PAN",2021-04-07,0.09864,0.095106,0.626805,0.453043,0.857435
"Panama","PAN","PAN",2021-04-08,0.072174,0.06929,0.711225,0.459427,0.836881
"Panama","PAN","PAN",2021-04-09,0.044143,0.082852,0.710407,0.539135,0.879892
"Panama","PAN","PAN",2021-04-10,0.055334,0.046999,0.495353,0.386357,0.798924
"Panama","PAN","PAN",2021-04-11,0.04174,0.053055,0.511029,0.36656,0.77036
"Panama","PAN","PAN",2021-04-12,0.075299,0.069245,0.595377,0.454889,0.788393
"Panama","PAN","PAN",2021-04-13,0.058592,0.041979,0.590989,0.371312,0.800442
"Panama","PAN","PAN",2021-04-14,0.100186,0.061961,0.518706,0.381087,0.753843
"Panama","PAN","PAN",2021-04-15,0.025578,0.032608,0.561947,0.334017,0.763824
"Panama","PAN","PAN",2021-04-16,0.039647,0.043242,0.624166,0.464372,0.776
"Panama","PAN","PAN",2021-04-17,0.03889,0.06672,0.5584,0.445113,0.734661
"Panama","PAN","PAN",2021-04-18,0.026146,0.031518,0.504048,0.410535,0.719856
"Panama","PAN","PAN",2021-04-19,0.046952,0.078843,0.548677,0.370903,0.727383
"Panama","PAN","PAN",2021-04-20,0.070618,0.097323,NA,NA,NA
"Panama","PAN","PAN",2021-04-21,0.059609,0.048262,0.59244,0.411554,0.765414
"Panama","PAN","PAN",2021-04-22,0.00371,0.092279,0.520497,0.375005,0.821596
"Panama","PAN","PAN",2021-04-23,0.04369,0.086243,0.585239,0.431629,0.749454
"Panama","PAN","PAN",2021-04-24,0.027503,0.044162,0.59605,0.329307,0.76393
"Panama","PAN","PAN",2021-04-25,0.052831,0.09411,0.569471,0.360862,0.851593
"Panama","PAN","PAN",2021-04-26,0.02351,0.012617,0.533523,0.388656,0.779884
"Panama","PAN","PAN",2021-04-27,0.047941,0.075304,0.673888,0.450129,0.839112
"Panama","PAN","PAN",2021-04-28,0.016987,0.032447,0.574029,0.35369,0.797275
"Panama","PAN","PAN",2021-04-29,0.011154,0.038919,0.514982,0.389744,0.767138
"Panama","PAN","PAN",2021-04-30,0.070365,0.090495,0.564657,0.413206,0.748527
"Panama","PAN","PAN",2021-05-01,0.073853,0.120451,NA,NA,NA
"Panama","PAN","PAN",2021-05-02,0.049793,0.042868,0.560045,0.423779,0.820088
"Panama","PAN","PAN",2021-05-03,0.04667,0.024276,0.587893,0.406979,0.817476
"Panama","PAN","PAN",2021-05-04,0.037115,0.055557,0.56229,0.426082,0.72714
"Panama","PAN","PAN",2021-05-05,0.039527,0.109712,0.549206,0.371,0.69637
"Panama","PAN","PAN",2021-05-06,0.050483,0.063861,0.697147,0.464411,0.818859
"Panama","PAN","PAN",2021-05-07,0.07627,0.097462,0.525217,0.42612,0.670794
"Panama","PAN","PAN",2021-05-08,0.029829,0.042773,0.592928,0.37319,0.743104
"Panama","PAN","PAN",2021-05-09,0.067625,0.048092,0.608054,0.439373,0.756876
"Panama","PAN","PAN",2021-05-10,0.034698,0.052871,0.526222,0.367444,0.699795
"Panama","PAN","PAN",2021-05-11,0.045068,0.045448,0.553498,0.465927,0.809269
